"BOROUGH","objectid","lad20cd","lad20nmw","bng_e","bng_n","long","lat","st_areasha","st_lengths","FEATURE_ID","SVDATE","CRS_SIGNAL","CRS_SEGREG","CRS_CYGAP","CRS_PEDEST","CRS_LEVEL","BOROUGH.1","PHOTO1_URL","PHOTO2_URL","geometry","borough_length"
"Southwark",309,"E09000028",NA,533945,175869,-0.07308,51.465939,29923089.402351,33659.6967253327,"RWG108005",2017-10-30,"TRUE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG108005_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG108005_2.jpg",c(531667.179939925, 531653.469942413, 177288.014893189, 177277.513405765),17.2697790922628
"Lambeth",303,"E09000022",NA,531118,175629,-0.11385,51.464451,27237589.7990586,34223.1198455845,"RWG135349",2017-11-29,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG135349_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG135349_2.jpg",c(530175.314736292, 530177.891664751, 177839.158719805, 177848.593483788),9.78035437516055
"Camden",288,"E09000007",NA,527491,184283,-0.16291,51.543049,21778578.4034218,26245.7759639882,"RWG150947",2017-12-08,"TRUE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG150947_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG150947_2.jpg",c(530344.236660249, 530329.760354986, 182967.276388199, 182987.263128692),24.678598209295
"Barking & Dagenham",283,"E09000002",NA,547757,185111,0.129479,51.545551,37781837.9109276,37095.7688528581,"RWG154508",2017-10-25,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG154508_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG154508_2.jpg",c(543660.262899712, 543652.706704421, 543651.780308339, 183921.565367633, 183918.500982738, 183918.070677164),9.17538412602468
"Newham",306,"E09000025",NA,540713,183346,0.027261,51.53149,38575818.9788387,31815.6181919557,"RWG154511",2017-10-26,"FALSE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG154511_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG154511_2.jpg",c(541962.289493236, 541972.175344098, 185992.519553426, 185992.723464162),9.88795362375462
"Newham",306,"E09000025",NA,540713,183346,0.027261,51.53149,38575818.9788387,31815.6181919557,"RWG154512",2017-10-26,"FALSE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG154512_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG154512_2.jpg",c(541828.232908232, 541821.525447007, 186282.158774151, 186276.878497563),8.53647215923156
"Bexley",285,"E09000004",NA,549202,175434,0.146212,51.458221,64315720.1031764,43462.3767490907,"RWG184365",2017-10-31,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG184365_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG184365_2.jpg",c(547356.746258015, 547364.636075868, 179204.537751225, 179205.556255846),7.95528613090113
"Enfield",291,"E09000010",NA,532831,196198,-0.08144,51.648891,82190329.4625074,41091.4771981005,"RWG187249",2018-01-22,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG187249_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG187249_2.jpg",c(529218.379486764, 529216.835851698, 529209.477829423, 529211.361967633, 529204.746939109, 191911.136399482, 191912.044036188, 191918.844516905, 191928.949799804, 191935.835987645),31.6381935404459
"Lewisham",304,"E09000023",NA,537888,173343,-0.01734,51.442299,35313983.0838828,41053.3027632818,"RWG199184",2017-11-22,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG199184_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG199184_2.jpg",c(539287.003520445, 539288.173031423, 176718.735249969, 176712.886218911),5.96480680664363
"Greenwich",292,"E09000011",NA,542507,175878,0.050093,51.46394,50446926.0759578,45550.1698321718,"RWG199197",2018-01-25,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG199197_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG199197_2.jpg",c(537416.375044784, 537417.329523966, 176895.993022533, 176904.49500154),8.55538880166465
"Lewisham",304,"E09000023",NA,537888,173343,-0.01734,51.442299,35313983.0838828,41053.3027632818,"RWG205317",2018-01-31,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG205317_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG205317_2.jpg",c(534650.600024443, 534655.244210906, 173089.795407712, 173089.576031259),4.64936489541668
"Hillingdon",298,"E09000017",NA,508166,183121,-0.44182,51.53664,115704360.847301,63941.2177015743,"RWG236647",2018-01-26,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG236647_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG236647_2.jpg",c(511143.489468155, 511138.612126344, 184459.432025815, 184447.377782695),13.0035856723527
"Hackney",293,"E09000012",NA,534560,185787,-0.06045,51.55492,19043878.1202836,25441.8406022706,"RWG244675",2018-03-08,"TRUE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG244675_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG244675_2.jpg",c(531536.105578588, 531542.177013758, 186851.41110655, 186845.714670093),8.32536565807056
"Brent",286,"E09000005",NA,519615,186465,-0.27568,51.564381,43236365.6404595,38441.5566438351,"RWG273940",2018-02-21,"FALSE","TRUE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG273940_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG273940_2.jpg",c(524755.646386916, 524753.043689503, 183086.251015077, 183081.380511354),5.52230389753364
"Brent",286,"E09000005",NA,519615,186465,-0.27568,51.564381,43236365.6404595,38441.5566438351,"RWG273946",2018-03-05,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG273946_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG273946_2.jpg",c(516162.833202415, 516151.614427867, 187627.449582914, 187626.237502106),11.2840614253196
"Barnet",284,"E09000003",NA,523473,191752,-0.21819,51.611069,86766703.2363416,50937.7781770707,"RWG293100",2018-05-21,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG293100_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG293100_2.jpg",c(518330.221383234, 518336.505698839, 192763.331413659, 192768.228818729),7.96725793719708
"City of London",282,"E09000001",NA,532382,181358,-0.09351,51.51564,3146884.2262236,9644.09958423798,"RWG153061a",2018-01-10,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG153061_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG153061_2.jpg",c(531303.605618377, 531303.984554058, 531304.901735708, 181568.814733919, 181571.78811532, 181578.98854136),10.2560361777127
"Camden",288,"E09000007",NA,527491,184283,-0.16291,51.543049,21778578.4034218,26245.7759639882,"RWG153061b",2018-01-10,"FALSE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG153061_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG153061_2.jpg",c(531304.901735708, 531306.181561568, 181578.98854136, 181589.035941943),10.1285839433043
"Hammersmith & Fulham",294,"E09000013",NA,523867,177993,-0.21735,51.487331,17159504.3852849,23984.5757858526,"RWG049417a",2017-08-31,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG049417_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG049417_2.jpg",c(521615.017921229, 521611.025609133, 521609.619123813, 180881.030658777, 180879.399165522, 180878.881494024),5.81153724410933
"Ealing",290,"E09000009",NA,517055,181959,-0.3141,51.524422,55542068.9907847,47461.8198671747,"RWG049417b",2017-08-31,"TRUE","FALSE","FALSE","FALSE","FALSE",NA,"https://cycleassetimages.data.tfl.gov.uk/RWG049417_1.jpg","https://cycleassetimages.data.tfl.gov.uk/RWG049417_2.jpg",c(521609.619123813, 521606.654084012, 180878.881494024, 180877.790180397),3.1594978166743
